"No.","Time","Source","Destination","Length","Protocol","Info","New Column"
"184256","259.097883","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1520","802.11","QoS Data, SN=259, FN=0, Flags=.p..R..TC","184256"
"184257","259.100648","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1520","802.11","QoS Data, SN=259, FN=0, Flags=.p..R..TC","184257"
"184258","259.107096","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1520","802.11","QoS Data, SN=260, FN=0, Flags=.p..R..TC","184258"
"184261","259.114893","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1520","802.11","QoS Data, SN=268, FN=0, Flags=.p..R..TC","184261"
"184264","259.124864","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1520","802.11","QoS Data, SN=275, FN=0, Flags=.p..R..TC","184264"
"184271","259.131409","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1520","802.11","QoS Data, SN=278, FN=0, Flags=.p..R..TC","184271"
"184272","259.133418","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1520","802.11","QoS Data, SN=278, FN=0, Flags=.p..R..TC","184272"
"184278","259.140992","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","173","802.11","QoS Data, SN=285, FN=0, Flags=.p..R..TC","184278"
"184279","259.142366","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","173","802.11","QoS Data, SN=285, FN=0, Flags=.p..R..TC","184279"
"184280","259.145532","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1494","802.11","QoS Data, SN=287, FN=0, Flags=.p..R..TC","184280"
"184281","259.147513","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1494","802.11","QoS Data, SN=287, FN=0, Flags=.p..R..TC","184281"
"184282","259.147736","XiaomiCo_a9:76:e7","42:a5:89:7d:aa:ff","82","802.11","Null function (No data), SN=1834, FN=0, Flags=...PR..TC","184282"
"184284","259.147938","XiaomiCo_a9:76:e7","42:a5:89:7d:aa:ff","82","802.11","Null function (No data), SN=1834, FN=0, Flags=...PR..TC","184284"
"184286","259.148762","XiaomiCo_a9:76:e7","42:a5:89:7d:aa:ff","82","802.11","Null function (No data), SN=1834, FN=0, Flags=...PR..TC","184286"
"184291","259.152667","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","164","802.11","QoS Data, SN=291, FN=0, Flags=.p..R..TC","184291"
"184292","259.157539","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","164","802.11","QoS Data, SN=291, FN=0, Flags=.p..R..TC","184292"
"184296","259.174226","192.168.100.12","157.240.16.52","286","TCP","[TCP ACKed unseen segment] [TCP Retransmission] 55406  >  https(443) [PSH, ACK] Seq=188 Ack=3216 Win=374 Len=126 TSval=4722668 TSecr=294970749","184296"
"184353","259.938099","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=297, FN=0, Flags=.p..R..TC","184353"
"184354","259.938909","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=297, FN=0, Flags=.p..R..TC","184354"
"184357","259.945761","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=300, FN=0, Flags=.p..R..TC","184357"
"184375","259.997138","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","132","802.11","QoS Data, SN=2019, FN=0, Flags=.p..R.F.C","184375"
"184405","260.063132","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","278","802.11","QoS Data, SN=308, FN=0, Flags=.p..R..TC","184405"
"184445","260.366918","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","710","802.11","QoS Data, SN=311, FN=0, Flags=.p..R..TC","184445"
"184447","260.373484","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","160","802.11","QoS Data, SN=313, FN=0, Flags=.p..R..TC","184447"
"184455","260.435147","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=314, FN=0, Flags=.p..R..TC","184455"
"184600","261.546455","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=99, FN=0, Flags=....R..TC","184600"
"184606","261.548541","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","152","802.11","QoS Data, SN=1199, FN=0, Flags=.p..R.F.C","184606"
"184608","261.551246","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","160","802.11","QoS Data, SN=1199, FN=0, Flags=.p..R.F.C","184608"
"184611","261.552388","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","160","802.11","QoS Data, SN=1199, FN=0, Flags=.p..R.F.C","184611"
"184643","262.383794","IntelCor_09:c9:5a","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=3184, FN=0, Flags=.p..R..TC","184643"
"184654","262.406297","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","198","802.11","QoS Data, SN=1888, FN=0, Flags=.p..R.F.C","184654"
"184680","262.555590","c0:38:83:98:4f:ed","dc:6f:13:80:0f:6b","160","802.11","QoS Data, SN=1660, FN=0, Flags=.p..R..T.","184680"
"184762","263.167799","Motorola_38:78:35","D-LinkIn_80:0f:6b","168","802.11","QoS Data, SN=2181, FN=0, Flags=.p..R..TC","184762"
"184769","263.172011","D-LinkIn_80:0f:6b","Motorola_38:78:35","359","802.11","QoS Data, SN=858, FN=0, Flags=.p..R.F.C","184769"
"184898","263.274666","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1663, FN=0, Flags=.p..R..T.","184898"
"184900","263.275094","c0:38:46:98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1663, FN=0, Flags=.p..R..T.","184900"
"184927","263.296789","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1619, FN=0, Flags=.p..R.F.C","184927"
"184928","263.296872","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1619, FN=0, Flags=.p..R.F.C","184928"
"184990","263.322835","Motorola_38:78:35","D-LinkIn_80:0f:6b","253","802.11","QoS Data, SN=2227, FN=0, Flags=.p..R..TC","184990"
"185029","263.334527","D-LinkIn_80:0f:6b","Motorola_38:78:35","152","802.11","QoS Data, SN=915, FN=0, Flags=.p..R.F.C","185029"
"185211","263.381561","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2279, FN=0, Flags=.p..R..TC","185211"
"185217","263.382127","D-LinkIn_80:0f:6b","Motorola_38:78:35","1508","802.11","QoS Data, SN=980, FN=0, Flags=.p..R.F.C","185217"
"185218","263.382132","D-LinkIn_80:0f:6b","Motorola_38:78:35","1508","802.11","QoS Data, SN=981, FN=0, Flags=.p..R.F.C","185218"
"185219","263.382135","D-LinkIn_80:0f:6b","Motorola_38:78:35","426","802.11","QoS Data, SN=982, FN=0, Flags=.p..R.F.C","185219"
"185487","263.525970","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","424","802.11","QoS Data, SN=1668, FN=0, Flags=.p..R..T.","185487"
"185489","263.526820","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","424","802.11","QoS Data, SN=1668, FN=0, Flags=.p..R..T.","185489"
"185490","263.526827","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1669, FN=0, Flags=.p..R..T.","185490"
"185502","263.529703","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","424","802.11","QoS Data, SN=1668, FN=0, Flags=.p..R..T.","185502"
"185503","263.529706","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1669, FN=0, Flags=.p..R..T.","185503"
"185506","263.531685","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","424","802.11","QoS Data, SN=1668, FN=0, Flags=.p..R..T.","185506"
"185507","263.531688","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1669, FN=0, Flags=.p..R..T.","185507"
"185508","263.531691","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1670, FN=0, Flags=.p..R..T.","185508"
"185509","263.531695","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","570","802.11","QoS Data, SN=1671, FN=0, Flags=.p..R..T.","185509"
"185510","263.532674","e3:5f:7d:9f:62:aa","65:6f:13:80:0f:6b","1508","802.11","QoS Data, SN=1669, FN=0, Flags=.p..R..T.","185510"
"185511","263.532678","c0:f8:8a:91:01:ce","18:fe:1a:80:0f:6b","570","802.11","QoS Data, SN=1671, FN=0, Flags=.p..R..T.","185511"
"185512","263.534010","HonHaiPr_98:4f:5f","D-LinkIn_00:45:bb","1508","802.11","QoS Data, SN=2627, FN=12, Flags=.p..R..T.","185512"
"185513","263.534562","HonHaiPr_98:4f:0b","e4:6f:f3:80:02:6b","570","802.11","QoS Data, SN=647, FN=0, Flags=.p..R..T.","185513"
"185542","263.583096","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","504","802.11","QoS Data, SN=1622, FN=0, Flags=.p..R.F.C","185542"
"185544","263.583807","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","504","802.11","QoS Data, SN=1622, FN=0, Flags=.p..R.F.C","185544"
"185546","263.584530","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","504","802.11","QoS Data, SN=1622, FN=0, Flags=.p..R.F.C","185546"
"185548","263.585395","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","504","802.11","QoS Data, SN=1622, FN=0, Flags=.p..R.F.C","185548"
"185552","263.589795","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1672, FN=0, Flags=.p..R..T.","185552"
"185554","263.590898","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1672, FN=0, Flags=.p..R..TC","185554"
"185555","263.590902","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=1673, FN=0, Flags=.p..R..TC","185555"
"185560","263.643658","HonHaiPr_98:4f:9a","ee:6f:32:80:5f:5d","172","802.11","QoS Data, SN=1203, FN=8, Flags=.p..R..T.","185560"
"185561","263.644025","cf:38:96:98:4f:0b","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=1674, FN=0, Flags=.p..R..T.","185561"
"185573","263.711695","51:f2:d0:88:4f:09","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=3467, FN=0, Flags=.p..R..T.","185573"
"185578","263.740769","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","424","802.11","QoS Data, SN=1676, FN=0, Flags=.p..R..T.","185578"
"185588","263.851258","c4:38:96:98:4f:0b","D-LinkIn_80:0f:6b","292","802.11","QoS Data, SN=3213, FN=0, Flags=.p..R..T.","185588"
"185591","263.853193","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","292","802.11","QoS Data, SN=1677, FN=0, Flags=.p..R..T.","185591"
"185592","263.853203","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=1678, FN=0, Flags=.p..R..TC","185592"
"185593","263.853207","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1499","802.11","QoS Data, SN=1679, FN=0, Flags=.p..R..T.","185593"
"185594","263.854875","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","292","802.11","QoS Data, SN=1677, FN=0, Flags=.p..R..T.","185594"
"185595","263.854884","39:e8:99:98:a9:3b","5b:04:97:79:52:47","206","802.11","QoS Data, SN=903, FN=5, Flags=.p..R..T.","185595"
"185596","263.854887","HonHaiPr_98:4f:5b","d5:20:13:80:0f:6b","1499","802.11","QoS Data, SN=1679, FN=0, Flags=.p..R..T.","185596"
"185600","263.874648","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1629, FN=0, Flags=.p..R.F.C","185600"
"185601","263.874751","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1629, FN=0, Flags=.p..R.F.C","185601"
"185605","263.875059","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","160","802.11","QoS Data, SN=1630, FN=0, Flags=.p..R.F.C","185605"
"185606","263.875066","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1631, FN=0, Flags=.p..R.F.C","185606"
"185607","263.875212","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","160","802.11","QoS Data, SN=1630, FN=0, Flags=.p..R.F.C","185607"
"185608","263.875218","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1631, FN=0, Flags=.p..R.F.C","185608"
"185636","263.980161","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","257","802.11","QoS Data, SN=1632, FN=0, Flags=.p..R.F.C","185636"
"185637","263.980163","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","749","802.11","QoS Data, SN=1633, FN=0, Flags=.p..R.F.C","185637"
"185644","263.982589","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","458","802.11","QoS Data, SN=1634, FN=0, Flags=.p..R.F.C","185644"
"185645","263.982591","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","275","802.11","QoS Data, SN=1635, FN=0, Flags=.p..R.F.C","185645"
"185646","263.982593","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1636, FN=0, Flags=.p..R.F.C","185646"
"185649","263.989258","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","458","802.11","QoS Data, SN=1634, FN=0, Flags=.p..R.F.C","185649"
"185650","263.989260","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","275","802.11","QoS Data, SN=1635, FN=0, Flags=.p..R.F.C","185650"
"185651","263.989262","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1636, FN=0, Flags=.p..R.F.C","185651"
"185653","263.990077","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","458","802.11","QoS Data, SN=1634, FN=0, Flags=.p..R.F.C","185653"
"185654","263.990079","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","275","802.11","QoS Data, SN=1635, FN=0, Flags=.p..R.F.C","185654"
"185655","263.990080","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1636, FN=0, Flags=.p..R.F.C","185655"
"185658","263.990270","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","164","802.11","QoS Data, SN=1637, FN=0, Flags=.p..R.F.C","185658"
"185660","263.991997","MarconiE_9b:d3:7b","D-LinkIn_80:0f:6b","160","LLC","U, func=DISC; DSAP ISO Network Layer Individual, SSAP 0xe6 Command","185660"
"185685","264.054690","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1641, FN=0, Flags=.p..R.F.C","185685"
"185702","264.236602","Azurewav_7d:aa:ff","IPv6mcast_ff:ee:65:1f","172","802.11","QoS Data, SN=331, FN=0, Flags=.p..R..TC","185702"
"185703","264.236872","Azurewav_7d:aa:ff","IPv6mcast_ff:ee:65:1f","172","802.11","QoS Data, SN=331, FN=0, Flags=.p..R..TC","185703"
"185705","264.237526","Azurewav_7d:aa:ff","IPv6mcast_ff:ee:65:1f","172","802.11","QoS Data, SN=331, FN=0, Flags=.p..R..TC","185705"
"185711","264.247824","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","164","802.11","QoS Data, SN=334, FN=0, Flags=.p..R..TC","185711"
"185713","264.248500","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","164","802.11","QoS Data, SN=334, FN=0, Flags=.p..R..TC","185713"
"185737","264.321002","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","351","802.11","QoS Data, SN=1643, FN=0, Flags=.p..R.F.C","185737"
"185738","264.321006","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","509","802.11","QoS Data, SN=1644, FN=0, Flags=.p..R.F.C","185738"
"185740","264.321816","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","351","802.11","QoS Data, SN=1643, FN=0, Flags=.p..R.F.C","185740"
"185741","264.321821","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","509","802.11","QoS Data, SN=1644, FN=0, Flags=.p..R.F.C","185741"
"185743","264.322190","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","351","802.11","QoS Data, SN=1643, FN=0, Flags=.p..R.F.C","185743"
"185744","264.322194","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","509","802.11","QoS Data, SN=1644, FN=0, Flags=.p..R.F.C","185744"
"185750","264.326356","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","400","802.11","QoS Data, SN=1645, FN=0, Flags=.p..R.F.C","185750"
"185751","264.326361","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","318","802.11","QoS Data, SN=1646, FN=0, Flags=.p..R.F.C","185751"
"185752","264.326364","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1647, FN=0, Flags=.p..R.F.C","185752"
"185756","264.327360","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","400","802.11","QoS Data, SN=1645, FN=0, Flags=.p..R.F.C","185756"
"185757","264.327364","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","318","802.11","QoS Data, SN=1646, FN=0, Flags=.p..R.F.C","185757"
"185758","264.327367","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1647, FN=0, Flags=.p..R.F.C","185758"
"185760","264.328215","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","400","802.11","QoS Data, SN=1645, FN=0, Flags=.p..R.F.C","185760"
"185761","264.328220","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","318","802.11","QoS Data, SN=1646, FN=0, Flags=.p..R.F.C","185761"
"185762","264.328223","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1647, FN=0, Flags=.p..R.F.C","185762"
"185764","264.328861","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","400","802.11","QoS Data, SN=1645, FN=0, Flags=.p..R.F.C","185764"
"185765","264.328870","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","318","802.11","QoS Data, SN=1646, FN=0, Flags=.p..R.F.C","185765"
"185766","264.328873","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1647, FN=0, Flags=.p..R.F.C","185766"
"185804","264.519298","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2348, FN=0, Flags=.p..R..TC","185804"
"185805","264.519309","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2349, FN=0, Flags=.p..R..TC","185805"
"185806","264.519311","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2350, FN=0, Flags=.p..R..TC","185806"
"185807","264.519314","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2351, FN=0, Flags=.p..R..TC","185807"
"185808","264.519316","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2352, FN=0, Flags=.p..R..TC","185808"
"185809","264.519319","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2353, FN=0, Flags=.p..R..TC","185809"
"185810","264.519322","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2354, FN=0, Flags=.p..R..TC","185810"
"185811","264.519324","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2355, FN=0, Flags=.p..R..TC","185811"
"185812","264.519327","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2356, FN=0, Flags=.p..R..TC","185812"
"185813","264.519329","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2357, FN=0, Flags=.p..R..TC","185813"
"185889","266.457053","Azurewav_7d:aa:ff","IPv6mcast_0c","294","802.11","QoS Data, SN=336, FN=0, Flags=.p..R..TC","185889"
"185935","266.898099","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","256","802.11","QoS Data, SN=1900, FN=0, Flags=.p..R.F.C","185935"
"185993","267.354227","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1650, FN=0, Flags=.p..R.F.C","185993"
"185995","267.354616","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1650, FN=0, Flags=.p..R.F.C","185995"
"185997","267.355297","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1650, FN=0, Flags=.p..R.F.C","185997"
"186159","267.570679","Motorola_38:78:35","D-LinkIn_80:0f:6b","253","802.11","QoS Data, SN=2401, FN=0, Flags=.p..R..TC","186159"
"186160","267.570684","Motorola_38:78:35","D-LinkIn_80:0f:6b","253","802.11","QoS Data, SN=2402, FN=0, Flags=.p..R..TC","186160"
"186161","267.570686","Motorola_38:78:35","D-LinkIn_80:0f:6b","473","802.11","QoS Data, SN=2403, FN=0, Flags=.p..R..TC","186161"
"186162","267.570688","Motorola_38:78:35","D-LinkIn_80:0f:6b","507","802.11","QoS Data, SN=2404, FN=0, Flags=.p..R..TC","186162"
"186165","267.571036","D-LinkIn_80:0f:6b","Motorola_38:78:35","229","802.11","QoS Data, SN=1154, FN=0, Flags=.p..R.F.C","186165"
"186166","267.571039","D-LinkIn_80:0f:6b","Motorola_38:78:35","444","802.11","QoS Data, SN=1155, FN=0, Flags=.p..R.F.C","186166"
"186277","267.613388","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2422, FN=0, Flags=.p..R..TC","186277"
"186424","267.663899","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","347","802.11","QoS Data, SN=1653, FN=0, Flags=.p..R.F.C","186424"
"186847","268.283573","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2529, FN=0, Flags=.p..R..TC","186847"
"186850","268.284661","D-LinkIn_80:0f:6b","Motorola_38:78:35","1508","802.11","QoS Data, SN=1348, FN=0, Flags=.p..R.F.C","186850"
"186851","268.284670","D-LinkIn_80:0f:6b","Motorola_38:78:35","1508","802.11","QoS Data, SN=1349, FN=0, Flags=.p..R.F.C","186851"
"186852","268.284675","D-LinkIn_80:0f:6b","Motorola_38:78:35","1508","802.11","QoS Data, SN=1350, FN=0, Flags=.p..R.F.C","186852"
"186853","268.284679","D-LinkIn_80:0f:6b","Motorola_38:78:35","1508","802.11","QoS Data, SN=1351, FN=0, Flags=.p..R.F.C","186853"
"186854","268.284691","D-LinkIn_80:0f:6b","Motorola_38:78:35","1387","802.11","QoS Data, SN=1352, FN=0, Flags=.p..R.F.C","186854"
"186860","268.288501","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2529, FN=0, Flags=.p..R..TC","186860"
"186861","268.288505","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2530, FN=0, Flags=.p..R..TC","186861"
"187735","269.136382","Motorola_38:78:35","D-LinkIn_80:0f:6b","418","802.11","QoS Data, SN=2716, FN=0, Flags=.p..R..TC","187735"
"187736","269.136540","Motorola_38:78:35","D-LinkIn_80:0f:6b","418","802.11","QoS Data, SN=2716, FN=0, Flags=.p..R..TC","187736"
"187737","269.136628","Motorola_38:78:35","D-LinkIn_80:0f:6b","418","802.11","QoS Data, SN=2716, FN=0, Flags=.p..R..TC","187737"
"187738","269.137363","Motorola_38:78:35","D-LinkIn_80:0f:6b","418","802.11","QoS Data, SN=2716, FN=0, Flags=.p..R..TC","187738"
"187746","269.140351","D-LinkIn_80:0f:6b","Motorola_38:78:35","152","802.11","QoS Data, SN=1597, FN=0, Flags=.p..R.F.C","187746"
"187772","269.148828","Motorola_38:78:35","D-LinkIn_80:0f:6b","418","802.11","QoS Data, SN=2716, FN=0, Flags=.p..R..TC","187772"
"187774","269.149265","Motorola_38:78:35","D-LinkIn_80:0f:6b","376","802.11","QoS Data, SN=2717, FN=0, Flags=.p..R..TC","187774"
"187775","269.149277","Motorola_38:78:35","D-LinkIn_80:0f:6b","524","802.11","QoS Data, SN=2718, FN=0, Flags=.p..R..TC","187775"
"188748","271.056155","IntelCor_e3:85:4b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2687, FN=0, Flags=.p..R..TC","188748"
"188807","271.291672","IntelCor_09:c9:5a","D-LinkIn_80:0f:6b","546","802.11","QoS Data, SN=3198, FN=0, Flags=.p..R..TC","188807"
"188867","271.640583","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","128","802.11","QoS Data, SN=1200, FN=0, Flags=.p..R.F.C","188867"
"188870","271.640955","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","128","802.11","QoS Data, SN=1200, FN=0, Flags=.p..R.F.C","188870"
"188873","271.641696","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","128","802.11","QoS Data, SN=1200, FN=0, Flags=.p..R.F.C","188873"
"188876","271.642745","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","136","802.11","QoS Data, SN=1200, FN=0, Flags=.p..R.F.C","188876"
"188889","271.670277","IntelCor_09:c9:5a","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=3201, FN=0, Flags=.p..R..TC","188889"
"188890","271.671124","IntelCor_09:c9:5a","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=3201, FN=0, Flags=.p..R..TC","188890"
"188893","271.672513","IntelCor_09:c9:5a","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=3202, FN=0, Flags=.p..R..TC","188893"
"188899","271.677294","IntelCor_09:c9:5a","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=3205, FN=0, Flags=.p..R..TC","188899"
"188901","271.678753","XiaomiCo_12:de:11","IPv6mcast_ff:80:0f:6b","180","802.11","QoS Data, SN=3410, FN=0, Flags=.p..R..TC","188901"
"188928","271.698313","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","160","802.11","QoS Data, SN=2029, FN=0, Flags=.p..R.F.C","188928"
"188930","271.698583","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","160","802.11","QoS Data, SN=2029, FN=0, Flags=.p..R.F.C","188930"
"188932","271.699562","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","160","802.11","QoS Data, SN=2029, FN=0, Flags=.p..R.F.C","188932"
"189378","271.784172","XiaomiCo_81:86:a1","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=1370, FN=0, Flags=....R..TC","189378"
"189379","271.784319","XiaomiCo_81:86:a1","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=1370, FN=0, Flags=....R..TC","189379"
"190301","271.956306","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2692, FN=0, Flags=.p..R.F.C","190301"
"190302","271.956315","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2693, FN=0, Flags=.p..R.F.C","190302"
"190303","271.956320","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2694, FN=0, Flags=.p..R.F.C","190303"
"190372","271.976221","XiaomiCo_12:de:11","HonHaiPr_98:4f:0b","172","802.11","QoS Data, SN=1664, FN=0, Flags=.pm.R.F.C","190372"
